brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size_inch,refresh_rate_hz,battery_wh,weight_kg,has_touchscreen,os,price_idr
Lenovo,AMD Ryzen 7,16,1024,SSD,NVIDIA GTX 1650,14.0,90,42.9,2.04,0,Linux,12700000
Dell,Intel Core i5,32,256,SSD,NVIDIA RTX 3060,11.6,90,44.5,3.26,1,Linux,9800000
HP,Intel Core i5,16,1024,HDD,AMD Radeon RX 6600,13.3,120,38.3,0.94,0,Chrome OS,8200000
Samsung,Intel Core i7,16,512,SSD,NVIDIA RTX 3070,11.6,60,91.7,1.96,0,Linux,12800000
Toshiba,Intel Core i5,8,512,NVMe SSD,NVIDIA RTX 3060,14.0,165,82.4,1.75,0,Windows 10,6800000
Lenovo,Intel Core i9,4,256,HDD,NVIDIA RTX 3060,14.0,90,36.6,2.23,0,Windows 10,4600000
Lenovo,AMD Ryzen 3,16,1024,HDD,NVIDIA RTX 4060,15.6,240,79.5,2.16,1,Chrome OS,12200000
Acer,Intel Core i9,8,256,HDD,NVIDIA GTX 1650,16.0,60,63.5,1.02,0,Linux,4900000
HP,Intel Core i3,8,512,HDD,Integrated,16.0,144,38.0,1.97,0,Linux,2800000
MSI,Intel Core i9,8,1024,HDD,NVIDIA RTX 3050,14.0,144,74.0,1.15,0,Linux,14000000
HP,AMD Ryzen 5,16,256,SSD,AMD Radeon RX 6600,11.6,144,56.7,1.27,0,Linux,6100000
Apple,Apple M1,64,256,NVMe SSD,Apple GPU,17.3,144,92.6,2.28,0,macOS,71500000
Dell,AMD Ryzen 7,4,512,HDD,NVIDIA RTX 3070,16.0,120,59.4,3.23,1,Chrome OS,5800000
HP,AMD Ryzen 5,32,1024,HDD,NVIDIA RTX 3070,13.3,144,48.9,2.99,0,Linux,15300000
Toshiba,Intel Core i7,8,512,HDD,NVIDIA RTX 4060,16.0,60,49.2,1.72,0,Windows 11,7400000
HP,Intel Core i9,8,1024,SSD,Integrated,13.3,90,54.2,3.48,0,Linux,8500000
Lenovo,Intel Core i7,8,512,HDD,Integrated,13.3,60,86.2,1.61,1,Chrome OS,3600000
Apple,Apple M2,16,512,NVMe SSD,Apple GPU,14.0,120,58.4,3.05,0,macOS,45200000
Lenovo,Intel Core i7,32,1024,HDD,Integrated,14.0,240,49.0,3.12,0,Windows 10,17000000
Asus,Intel Core i3,32,256,SSD,NVIDIA GTX 1650,11.6,165,37.1,2.74,0,Chrome OS,5900000
Asus,Intel Core i7,16,512,HDD,NVIDIA RTX 3060,15.6,240,48.0,3.37,0,Windows 10,13100000
Razer,Intel Core i5,32,256,HDD,AMD Radeon RX 6600,13.3,60,39.1,2.76,0,Linux,12400000
Toshiba,Intel Core i5,8,256,NVMe SSD,AMD Radeon RX 6600,15.6,90,92.5,2.06,0,Windows 11,3900000
MSI,AMD Ryzen 7,8,256,SSD,NVIDIA RTX 4060,16.0,60,98.3,2.28,1,Chrome OS,8700000
Asus,Intel Core i9,32,512,SSD,NVIDIA GTX 1650,14.0,90,86.1,2.47,0,Linux,16400000
Lenovo,Intel Core i5,8,2048,SSD,NVIDIA RTX 4060,11.6,60,63.8,1.76,1,Windows 10,13800000
Lenovo,AMD Ryzen 7,64,128,NVMe SSD,NVIDIA RTX 3070,17.3,60,38.9,3.33,1,Windows 11,27500000
Razer,Intel Core i5,8,512,SSD,NVIDIA RTX 3070,16.0,90,51.7,2.5,0,Windows 10,10900000
HP,Intel Core i7,4,256,HDD,Integrated,14.0,144,52.5,1.56,0,Windows 10,2500000
Samsung,AMD Ryzen 9,16,512,NVMe SSD,NVIDIA RTX 3060,14.0,90,77.5,2.39,0,Linux,21200000
Apple,Apple M1,16,512,SSD,Apple GPU,14.0,60,73.4,2.59,0,macOS,33700000
Apple,Apple M2,8,1024,SSD,Apple GPU,16.0,60,33.9,3.16,0,macOS,34800000
Asus,AMD Ryzen 9,8,256,HDD,Integrated,15.6,60,39.5,2.71,0,Linux,3700000
MSI,AMD Ryzen 9,16,512,HDD,NVIDIA RTX 3070,17.3,90,30.2,3.32,0,Chrome OS,18500000
Asus,Intel Core i7,32,128,NVMe SSD,NVIDIA GTX 1650,15.6,120,81.2,1.85,0,Linux,10300000
Acer,Intel Core i5,8,256,SSD,NVIDIA RTX 3070,11.6,144,41.8,2.41,1,Windows 10,5100000
Acer,AMD Ryzen 3,8,1024,SSD,NVIDIA RTX 3060,13.3,120,76.2,2.8,0,Windows 10,4800000
HP,AMD Ryzen 3,32,1024,NVMe SSD,NVIDIA RTX 3070,15.6,60,86.2,2.76,0,Windows 11,19200000
Samsung,AMD Ryzen 3,16,1024,NVMe SSD,NVIDIA RTX 4060,15.6,90,52.4,2.45,0,Chrome OS,13300000
Razer,AMD Ryzen 7,8,256,SSD,NVIDIA RTX 4060,13.3,60,92.0,2.59,0,Chrome OS,9500000
Lenovo,AMD Ryzen 9,8,512,NVMe SSD,AMD Radeon RX 6600,14.0,165,38.9,3.25,0,Windows 11,12600000
Acer,AMD Ryzen 7,16,1024,HDD,NVIDIA RTX 3060,13.3,144,73.2,2.58,0,Windows 10,12300000
MSI,AMD Ryzen 3,8,256,SSD,Integrated,14.0,60,65.6,2.14,0,Chrome OS,2500000
Lenovo,Intel Core i7,8,256,NVMe SSD,NVIDIA RTX 3060,13.3,120,90.0,2.19,0,Windows 10,7100000
Acer,Intel Core i7,32,512,HDD,NVIDIA RTX 3060,17.3,120,42.4,2.01,0,Windows 11,14800000
Dell,AMD Ryzen 9,16,1024,HDD,NVIDIA RTX 3050,14.0,60,41.5,1.22,0,Chrome OS,15600000
Lenovo,AMD Ryzen 3,16,1024,HDD,NVIDIA RTX 3050,17.3,120,54.4,3.22,0,Windows 10,8500000
Razer,AMD Ryzen 9,16,1024,SSD,NVIDIA RTX 3060,15.6,60,61.3,2.95,0,Windows 11,34300000
Razer,Intel Core i5,8,256,SSD,NVIDIA GTX 1650,14.0,120,41.2,1.79,0,Linux,4700000
Apple,Apple M2,16,2048,SSD,Apple GPU,16.0,60,71.7,1.13,0,macOS,77600000
MSI,AMD Ryzen 9,8,256,NVMe SSD,NVIDIA RTX 3070,16.0,165,89.2,1.83,1,Linux,16400000
Acer,AMD Ryzen 3,16,256,SSD,AMD Radeon RX 6600,15.6,60,54.5,2.08,0,Windows 10,4900000
Razer,Intel Core i7,16,1024,SSD,NVIDIA RTX 3070,17.3,240,39.1,1.7,0,Chrome OS,32500000
Asus,AMD Ryzen 5,32,2048,HDD,NVIDIA RTX 3070,17.3,120,43.4,1.77,1,Linux,26600000
Razer,Intel Core i7,8,2048,SSD,NVIDIA RTX 3060,17.3,120,46.9,1.62,1,Windows 11,25700000
HP,AMD Ryzen 7,16,512,NVMe SSD,Integrated,11.6,144,44.3,2.83,0,Windows 11,10300000
Acer,AMD Ryzen 3,16,2048,NVMe SSD,AMD Radeon RX 6600,11.6,165,31.6,1.04,0,Linux,12000000
Toshiba,AMD Ryzen 5,8,512,HDD,NVIDIA GTX 1650,16.0,144,47.4,3.31,1,Windows 11,4000000
Acer,Intel Core i7,8,512,HDD,NVIDIA RTX 3060,16.0,90,90.7,1.65,0,Windows 10,6600000
Asus,AMD Ryzen 7,16,256,NVMe SSD,Integrated,17.3,144,94.9,2.63,0,Windows 11,7300000
Samsung,Intel Core i3,16,1024,SSD,NVIDIA RTX 3050,16.0,60,40.4,1.98,0,Windows 11,10100000
Acer,Intel Core i7,8,512,NVMe SSD,NVIDIA RTX 4060,13.3,60,64.1,2.71,0,Chrome OS,8300000
Acer,Intel Core i7,16,256,HDD,NVIDIA RTX 3050,15.6,165,39.5,3.21,0,Windows 11,7500000
Samsung,Intel Core i9,32,512,SSD,NVIDIA RTX 4060,15.6,60,66.0,2.99,0,Windows 11,40200000
Acer,AMD Ryzen 7,16,1024,SSD,AMD Radeon RX 6600,16.0,120,76.5,1.99,1,Chrome OS,12700000
Dell,AMD Ryzen 7,8,256,HDD,NVIDIA GTX 1650,15.6,60,57.5,1.91,0,Windows 11,4300000
Acer,AMD Ryzen 7,32,1024,SSD,NVIDIA GTX 1650,11.6,144,86.3,1.26,1,Chrome OS,15800000
HP,Intel Core i7,16,1024,SSD,NVIDIA RTX 3050,14.0,60,30.6,3.31,0,Chrome OS,13500000
Toshiba,AMD Ryzen 9,16,256,SSD,Integrated,11.6,90,40.8,1.86,0,Chrome OS,5200000
Lenovo,AMD Ryzen 5,64,256,SSD,NVIDIA RTX 4060,17.3,120,41.3,3.49,0,Windows 10,20200000
Toshiba,AMD Ryzen 7,16,256,SSD,NVIDIA RTX 3050,11.6,120,68.0,3.44,1,Chrome OS,6400000
HP,AMD Ryzen 5,8,512,NVMe SSD,NVIDIA RTX 3050,16.0,60,68.3,2.34,0,Linux,5800000
Toshiba,AMD Ryzen 3,64,512,NVMe SSD,NVIDIA RTX 3060,13.3,60,56.0,2.07,0,Linux,15000000
Toshiba,Intel Core i5,4,1024,SSD,NVIDIA RTX 3050,14.0,60,68.8,2.35,1,Linux,4100000
Toshiba,AMD Ryzen 5,4,256,SSD,AMD Radeon RX 6600,13.3,165,71.6,1.29,0,Chrome OS,2500000
Asus,AMD Ryzen 5,8,256,NVMe SSD,NVIDIA RTX 3060,16.0,144,72.4,2.26,0,Windows 10,5100000
Razer,Intel Core i7,16,1024,HDD,NVIDIA RTX 4060,16.0,144,82.1,2.21,0,Chrome OS,19300000
Lenovo,Intel Core i5,32,1024,NVMe SSD,NVIDIA RTX 3070,11.6,144,32.2,1.57,1,Windows 10,28400000
Asus,Intel Core i7,8,256,SSD,Integrated,13.3,240,47.6,2.08,0,Windows 11,4900000
Lenovo,AMD Ryzen 5,8,256,HDD,NVIDIA RTX 3070,17.3,120,60.2,1.04,0,Chrome OS,4000000
MSI,Intel Core i3,8,256,NVMe SSD,NVIDIA RTX 3060,17.3,60,52.9,1.45,0,Windows 10,5600000
Acer,AMD Ryzen 7,8,128,SSD,NVIDIA RTX 3050,16.0,60,57.9,1.34,0,Windows 10,3100000
Apple,Apple M1,64,256,NVMe SSD,Apple GPU,17.3,60,53.7,1.27,1,macOS,79300000
HP,AMD Ryzen 9,16,256,SSD,NVIDIA RTX 3070,13.3,144,92.7,1.05,0,Linux,11900000
Lenovo,Intel Core i9,8,1024,HDD,NVIDIA GTX 1650,15.6,120,48.1,2.15,1,Linux,9400000
Samsung,Intel Core i9,16,256,HDD,NVIDIA RTX 4060,16.0,120,72.4,1.13,0,Windows 10,16200000
Dell,AMD Ryzen 7,8,2048,NVMe SSD,NVIDIA RTX 3050,17.3,120,39.6,1.98,0,Chrome OS,13800000
Samsung,Intel Core i3,4,1024,NVMe SSD,NVIDIA RTX 3050,16.0,165,32.9,2.21,0,Windows 11,5700000
Lenovo,Intel Core i9,8,256,HDD,NVIDIA RTX 3070,16.0,60,95.3,2.61,0,Windows 10,8200000
Acer,Intel Core i3,8,1024,NVMe SSD,NVIDIA RTX 3070,17.3,120,38.7,1.46,0,Windows 10,8000000
Toshiba,AMD Ryzen 7,16,1024,SSD,NVIDIA RTX 4060,14.0,144,61.6,2.7,0,Windows 10,21500000
Lenovo,AMD Ryzen 3,8,256,SSD,NVIDIA RTX 3050,13.3,165,94.0,1.34,1,Linux,2900000
Samsung,AMD Ryzen 5,8,256,HDD,NVIDIA RTX 3060,15.6,60,57.7,1.35,1,Windows 10,5300000
Dell,AMD Ryzen 5,8,1024,HDD,NVIDIA RTX 4060,11.6,60,41.1,1.78,0,Windows 11,9800000
Samsung,Intel Core i7,8,128,SSD,NVIDIA GTX 1650,17.3,120,45.1,1.12,0,Windows 10,4800000
Asus,Intel Core i7,32,512,NVMe SSD,Integrated,11.6,60,41.0,2.45,0,Chrome OS,8800000
Lenovo,AMD Ryzen 5,16,256,SSD,NVIDIA RTX 4060,16.0,240,78.1,1.85,1,Linux,10300000
Razer,Intel Core i7,8,1024,NVMe SSD,NVIDIA RTX 4060,17.3,60,87.8,3.47,0,Windows 10,20700000
Lenovo,AMD Ryzen 7,8,512,HDD,NVIDIA RTX 3070,16.0,60,45.0,1.79,1,Windows 10,8700000
Razer,Intel Core i5,32,512,HDD,Integrated,17.3,120,59.8,2.33,0,Windows 11,11300000
Asus,AMD Ryzen 7,16,512,SSD,NVIDIA RTX 3060,16.0,120,82.8,2.59,0,Chrome OS,10600000
HP,Intel Core i5,8,256,NVMe SSD,Integrated,16.0,240,69.1,2.52,0,Windows 11,3700000
Dell,AMD Ryzen 7,8,512,NVMe SSD,NVIDIA GTX 1650,13.3,60,69.1,2.28,0,Windows 11,8500000
Acer,AMD Ryzen 7,16,512,SSD,NVIDIA RTX 4060,11.6,144,47.7,1.09,0,Windows 11,14500000
HP,Intel Core i7,16,256,NVMe SSD,NVIDIA RTX 3060,14.0,240,56.7,2.37,0,Linux,10900000
Apple,Apple M2,8,512,NVMe SSD,Apple GPU,16.0,144,61.8,2.77,0,macOS,30900000
Samsung,AMD Ryzen 3,16,512,SSD,NVIDIA GTX 1650,17.3,120,57.8,2.39,1,Windows 10,8100000
Toshiba,AMD Ryzen 7,8,512,SSD,NVIDIA GTX 1650,11.6,60,55.0,3.35,1,Linux,5100000
Samsung,AMD Ryzen 9,8,1024,SSD,NVIDIA RTX 4060,14.0,90,39.2,3.21,1,Linux,21500000
MSI,Intel Core i7,32,1024,SSD,AMD Radeon RX 6600,11.6,60,44.3,1.78,0,Chrome OS,22700000
Acer,Intel Core i5,16,512,NVMe SSD,NVIDIA RTX 3070,13.3,60,37.1,2.46,1,Windows 10,11700000
Dell,AMD Ryzen 5,8,512,SSD,AMD Radeon RX 6600,15.6,60,41.1,1.22,0,Chrome OS,5400000
Apple,Apple M1,16,512,NVMe SSD,Apple GPU,11.6,120,73.7,2.36,0,macOS,28400000
Apple,Apple M1,16,1024,NVMe SSD,Apple GPU,11.6,120,92.5,2.77,0,macOS,55900000
Dell,Intel Core i7,16,256,NVMe SSD,Integrated,16.0,120,55.2,3.34,0,Chrome OS,6500000
Toshiba,Intel Core i5,16,512,NVMe SSD,NVIDIA RTX 4060,16.0,90,58.6,2.31,0,Windows 11,11800000
Toshiba,AMD Ryzen 3,16,256,HDD,Integrated,17.3,144,83.8,1.86,1,Windows 11,2700000
Asus,AMD Ryzen 9,8,512,HDD,NVIDIA RTX 3070,15.6,120,83.9,2.52,0,Windows 11,12700000
HP,Intel Core i3,8,512,HDD,AMD Radeon RX 6600,13.3,60,62.2,3.48,0,Windows 11,4000000
Asus,AMD Ryzen 7,32,1024,NVMe SSD,NVIDIA RTX 3060,17.3,60,44.4,3.05,0,Linux,21300000
Apple,Apple M2,16,1024,NVMe SSD,Apple GPU,16.0,60,41.3,2.72,1,macOS,65300000
MSI,AMD Ryzen 3,8,512,HDD,Integrated,14.0,144,53.1,2.3,1,Windows 10,3800000
Samsung,Intel Core i9,16,512,NVMe SSD,NVIDIA RTX 3050,15.6,144,47.9,1.21,0,Windows 10,25200000
Apple,Apple M2,8,128,NVMe SSD,Apple GPU,14.0,60,53.7,1.23,0,macOS,17000000
Acer,Intel Core i5,16,256,HDD,NVIDIA RTX 3060,11.6,165,88.3,1.94,1,Linux,6000000
HP,AMD Ryzen 7,32,256,NVMe SSD,NVIDIA RTX 3050,16.0,144,65.5,2.69,0,Windows 10,15200000
Acer,AMD Ryzen 3,8,512,SSD,NVIDIA GTX 1650,17.3,120,80.4,1.77,0,Chrome OS,3000000
Dell,AMD Ryzen 5,32,1024,SSD,NVIDIA RTX 3070,13.3,90,88.9,2.57,0,Chrome OS,21600000
Lenovo,Intel Core i3,32,1024,SSD,AMD Radeon RX 6600,17.3,144,67.9,1.13,0,Windows 11,18000000
Acer,AMD Ryzen 9,8,256,SSD,NVIDIA RTX 3070,15.6,60,91.6,1.93,0,Chrome OS,7500000
Toshiba,Intel Core i9,32,512,NVMe SSD,NVIDIA RTX 3070,14.0,90,54.9,1.55,0,Chrome OS,26100000
Acer,Intel Core i5,32,1024,SSD,NVIDIA RTX 3050,13.3,144,53.6,3.01,0,Linux,16600000
Razer,AMD Ryzen 3,16,512,HDD,NVIDIA RTX 3070,14.0,144,77.2,2.31,1,Windows 11,11900000
Toshiba,Intel Core i9,16,1024,HDD,Integrated,14.0,60,54.3,3.18,0,Chrome OS,8300000
MSI,AMD Ryzen 9,16,1024,SSD,Integrated,17.3,144,79.7,1.03,0,Windows 10,20400000
Lenovo,AMD Ryzen 3,8,256,NVMe SSD,NVIDIA GTX 1650,16.0,120,84.5,2.18,0,Chrome OS,2800000
Apple,Apple M2,16,256,SSD,Apple GPU,16.0,144,96.4,3.5,0,macOS,34900000
MSI,AMD Ryzen 7,16,256,NVMe SSD,NVIDIA RTX 4060,14.0,60,78.1,1.66,0,Windows 11,16600000
Asus,AMD Ryzen 3,16,256,NVMe SSD,NVIDIA RTX 3070,11.6,165,33.7,1.05,0,Chrome OS,5400000
HP,Intel Core i5,32,128,SSD,NVIDIA RTX 4060,13.3,144,70.8,1.94,1,Chrome OS,9700000
Toshiba,Intel Core i9,32,512,SSD,NVIDIA RTX 3070,11.6,144,50.3,1.67,0,Windows 10,23600000
MSI,AMD Ryzen 5,8,256,SSD,NVIDIA RTX 4060,17.3,144,63.3,1.02,1,Chrome OS,6700000
Dell,AMD Ryzen 9,16,512,SSD,NVIDIA RTX 4060,16.0,120,47.9,1.89,1,Chrome OS,19300000
Lenovo,Intel Core i7,16,512,HDD,NVIDIA RTX 3060,11.6,120,96.8,3.31,1,Windows 11,11400000
Samsung,Intel Core i3,16,512,SSD,NVIDIA RTX 3060,14.0,120,35.4,1.87,0,Linux,7000000
Toshiba,Intel Core i5,16,128,SSD,NVIDIA RTX 3050,15.6,60,37.0,1.84,0,Chrome OS,3100000
Acer,Intel Core i3,8,512,SSD,NVIDIA RTX 4060,16.0,120,36.7,3.37,1,Linux,5400000
MSI,AMD Ryzen 7,8,256,HDD,NVIDIA GTX 1650,14.0,120,67.3,1.1,0,Windows 10,5400000
Lenovo,Intel Core i3,16,2048,SSD,NVIDIA RTX 4060,14.0,240,49.9,1.84,0,Windows 10,16600000
Lenovo,AMD Ryzen 3,8,1024,SSD,Integrated,16.0,120,45.9,1.49,0,Windows 11,4900000
HP,Intel Core i7,32,256,NVMe SSD,AMD Radeon RX 6600,15.6,90,37.5,1.28,0,Chrome OS,14900000
Samsung,Intel Core i7,8,256,NVMe SSD,Integrated,17.3,120,75.2,3.05,0,Linux,5500000
Dell,AMD Ryzen 9,16,1024,HDD,AMD Radeon RX 6600,13.3,144,73.5,3.22,0,Windows 11,24400000
Lenovo,Intel Core i3,8,512,SSD,AMD Radeon RX 6600,17.3,60,53.6,2.77,1,Linux,4700000
MSI,Intel Core i7,8,512,HDD,NVIDIA RTX 3050,15.6,144,42.6,1.96,0,Windows 11,8500000
Toshiba,Intel Core i5,8,256,SSD,NVIDIA RTX 4060,17.3,60,94.0,1.07,0,Chrome OS,4200000
Samsung,AMD Ryzen 5,8,1024,HDD,AMD Radeon RX 6600,15.6,120,64.5,1.43,1,Windows 10,9500000
Samsung,AMD Ryzen 3,64,1024,NVMe SSD,AMD Radeon RX 6600,16.0,60,78.2,3.34,1,Chrome OS,23600000
Razer,AMD Ryzen 3,16,1024,NVMe SSD,NVIDIA RTX 3050,14.0,120,99.6,3.39,1,Linux,14200000
Lenovo,AMD Ryzen 7,32,128,HDD,NVIDIA RTX 3050,14.0,120,86.2,2.96,0,Windows 10,8800000
Lenovo,AMD Ryzen 3,64,256,HDD,NVIDIA RTX 3050,16.0,60,50.1,1.32,0,Linux,8900000
Acer,AMD Ryzen 9,32,1024,SSD,AMD Radeon RX 6600,14.0,60,87.2,2.36,0,Windows 10,29600000
HP,Intel Core i7,8,256,NVMe SSD,NVIDIA RTX 3070,16.0,120,59.7,1.27,0,Windows 10,7800000
Dell,Intel Core i5,4,256,HDD,AMD Radeon RX 6600,15.6,90,31.4,3.4,0,Linux,2600000
HP,Intel Core i5,16,256,SSD,NVIDIA RTX 3070,15.6,60,38.0,1.94,0,Windows 10,8000000
Dell,Intel Core i9,8,256,NVMe SSD,NVIDIA RTX 3050,17.3,60,95.9,3.15,0,Chrome OS,8100000
Samsung,Intel Core i5,8,256,SSD,NVIDIA RTX 3070,15.6,120,74.0,2.96,0,Windows 10,6200000
Acer,AMD Ryzen 9,8,512,SSD,NVIDIA RTX 3070,13.3,144,43.0,1.23,0,Windows 10,13200000
MSI,Intel Core i7,4,256,NVMe SSD,AMD Radeon RX 6600,17.3,120,83.8,2.01,0,Windows 10,6100000
Acer,AMD Ryzen 7,16,1024,NVMe SSD,NVIDIA RTX 4060,15.6,144,54.2,1.18,0,Windows 10,20500000
Toshiba,Intel Core i3,32,128,HDD,Integrated,11.6,60,98.0,3.36,1,Windows 11,2600000
Apple,Apple M1,8,512,NVMe SSD,Apple GPU,11.6,144,53.7,1.36,0,macOS,29100000
Apple,Apple M2,8,1024,SSD,Apple GPU,11.6,144,78.7,3.34,0,macOS,30100000
Dell,AMD Ryzen 3,8,1024,HDD,Integrated,13.3,165,32.7,2.17,1,Linux,3700000
HP,Intel Core i9,8,256,HDD,NVIDIA RTX 4060,17.3,60,51.4,2.02,0,Windows 11,9800000
Dell,Intel Core i5,4,256,SSD,Integrated,13.3,120,91.4,2.89,0,Linux,2500000
Toshiba,AMD Ryzen 3,16,1024,NVMe SSD,NVIDIA RTX 4060,13.3,60,70.2,1.93,0,Windows 10,9400000
Apple,Apple M1,32,256,NVMe SSD,Apple GPU,16.0,144,92.3,1.54,1,macOS,54000000
Asus,AMD Ryzen 3,16,512,NVMe SSD,Integrated,11.6,165,98.1,1.04,0,Windows 11,4800000
MSI,AMD Ryzen 3,8,256,NVMe SSD,NVIDIA GTX 1650,16.0,240,55.7,2.35,0,Windows 10,5000000
Acer,AMD Ryzen 9,8,256,HDD,NVIDIA RTX 3070,13.3,60,79.9,2.41,0,Linux,7300000
Apple,Apple M2,32,1024,NVMe SSD,Apple GPU,17.3,165,59.6,2.37,0,macOS,106000000
Toshiba,Intel Core i9,8,256,NVMe SSD,AMD Radeon RX 6600,13.3,240,86.1,2.85,1,Linux,8000000
Razer,AMD Ryzen 7,4,512,HDD,NVIDIA RTX 3070,14.0,240,58.8,3.32,0,Windows 11,9700000
Dell,AMD Ryzen 9,32,512,SSD,Integrated,13.3,60,95.7,1.22,0,Linux,16400000
Lenovo,AMD Ryzen 3,16,256,HDD,Integrated,15.6,60,75.3,2.69,1,Windows 11,3400000
Lenovo,AMD Ryzen 7,8,512,NVMe SSD,AMD Radeon RX 6600,16.0,60,35.8,3.04,0,Chrome OS,7800000
Samsung,AMD Ryzen 9,16,256,NVMe SSD,NVIDIA RTX 3070,13.3,120,65.8,2.04,0,Chrome OS,14500000
Samsung,Intel Core i9,32,512,SSD,NVIDIA GTX 1650,15.6,165,98.4,2.95,1,Linux,24300000
Samsung,AMD Ryzen 5,16,256,HDD,NVIDIA RTX 3060,16.0,144,51.3,1.78,0,Chrome OS,6600000
Apple,Apple M2,8,512,SSD,Apple GPU,14.0,165,54.8,2.47,0,macOS,29500000
HP,AMD Ryzen 5,8,128,NVMe SSD,NVIDIA RTX 3050,17.3,90,35.6,2.42,1,Chrome OS,3300000
Razer,AMD Ryzen 3,16,256,NVMe SSD,AMD Radeon RX 6600,17.3,165,82.6,3.33,0,Windows 11,9800000
HP,Intel Core i9,16,512,NVMe SSD,Integrated,17.3,60,53.3,2.21,0,Chrome OS,9500000
Toshiba,AMD Ryzen 5,16,256,NVMe SSD,AMD Radeon RX 6600,11.6,60,49.5,2.41,0,Chrome OS,4800000
Asus,Intel Core i5,8,1024,SSD,Integrated,11.6,240,83.9,3.15,0,Windows 11,5400000
Samsung,Intel Core i7,64,1024,NVMe SSD,NVIDIA RTX 3060,15.6,60,79.0,2.11,0,Linux,56300000
Toshiba,AMD Ryzen 5,16,1024,HDD,NVIDIA RTX 3050,16.0,60,72.6,2.73,0,Windows 10,8200000
HP,AMD Ryzen 7,8,256,HDD,NVIDIA RTX 3070,15.6,90,98.8,1.61,0,Linux,6200000
HP,Intel Core i3,8,1024,HDD,NVIDIA GTX 1650,17.3,60,59.1,0.94,0,Windows 10,4400000
Apple,Apple M2,16,2048,NVMe SSD,Apple GPU,15.6,60,56.8,2.43,1,macOS,79100000
Asus,Intel Core i5,16,512,SSD,AMD Radeon RX 6600,17.3,120,79.2,1.48,0,Chrome OS,7600000
Asus,Intel Core i7,16,256,NVMe SSD,AMD Radeon RX 6600,11.6,144,37.2,2.49,0,Windows 10,9500000
Lenovo,Intel Core i3,16,256,SSD,AMD Radeon RX 6600,16.0,120,40.2,3.08,0,Chrome OS,4400000
Samsung,AMD Ryzen 5,8,512,HDD,Integrated,13.3,60,50.2,3.28,1,Chrome OS,3200000
Dell,Intel Core i5,32,256,HDD,Integrated,17.3,60,64.6,2.17,0,Linux,5600000
Razer,AMD Ryzen 5,32,512,NVMe SSD,NVIDIA RTX 3070,17.3,60,94.1,1.23,0,Chrome OS,19800000
Samsung,AMD Ryzen 5,8,512,NVMe SSD,NVIDIA GTX 1650,17.3,90,42.9,1.07,1,Windows 11,8200000
HP,AMD Ryzen 7,8,512,HDD,NVIDIA RTX 3060,15.6,90,40.3,1.15,0,Windows 10,7700000
Lenovo,AMD Ryzen 3,32,256,SSD,Integrated,14.0,60,82.1,3.46,0,Chrome OS,4600000
Samsung,Intel Core i9,64,1024,HDD,NVIDIA GTX 1650,16.0,60,74.1,3.44,0,Linux,42800000
Lenovo,AMD Ryzen 7,8,512,HDD,NVIDIA RTX 4060,13.3,165,50.4,1.64,0,Windows 11,10300000
Lenovo,Intel Core i5,16,512,HDD,NVIDIA GTX 1650,16.0,144,53.1,3.14,0,Linux,7100000
HP,Intel Core i5,8,512,HDD,Integrated,16.0,120,65.4,1.77,1,Chrome OS,3100000
Razer,Intel Core i5,32,1024,HDD,NVIDIA RTX 3070,13.3,120,95.5,0.93,0,Windows 10,26600000
Apple,Apple M2,16,512,SSD,Apple GPU,11.6,165,94.8,1.13,1,macOS,43700000
Toshiba,Intel Core i7,16,128,HDD,NVIDIA GTX 1650,14.0,90,73.7,3.06,0,Windows 11,4000000
Toshiba,AMD Ryzen 5,32,256,SSD,Integrated,11.6,120,79.9,1.33,1,Linux,5500000
MSI,Intel Core i5,32,512,NVMe SSD,NVIDIA RTX 3050,17.3,60,47.6,2.82,1,Windows 11,19800000
MSI,Intel Core i7,32,256,HDD,NVIDIA RTX 4060,16.0,240,51.7,3.44,0,Windows 11,24500000
Samsung,Intel Core i5,16,256,HDD,NVIDIA RTX 3060,17.3,144,86.0,1.56,0,Chrome OS,6700000
Apple,Apple M2,8,512,SSD,Apple GPU,16.0,60,50.3,2.49,0,macOS,26300000
MSI,Intel Core i7,16,1024,HDD,NVIDIA RTX 4060,13.3,90,91.1,1.49,0,Windows 11,25000000
Dell,Intel Core i3,32,512,NVMe SSD,NVIDIA RTX 3060,11.6,60,35.1,2.94,0,Linux,12400000
Samsung,Intel Core i7,4,512,HDD,NVIDIA RTX 3050,11.6,60,54.2,1.78,1,Linux,4600000
Asus,AMD Ryzen 5,8,512,NVMe SSD,AMD Radeon RX 6600,14.0,144,42.5,2.23,1,Windows 11,8000000
MSI,AMD Ryzen 5,32,256,NVMe SSD,AMD Radeon RX 6600,16.0,120,90.8,3.22,1,Windows 11,18800000
Lenovo,AMD Ryzen 3,16,512,SSD,NVIDIA RTX 3060,11.6,120,97.8,2.48,0,Chrome OS,6800000
MSI,Intel Core i5,32,1024,HDD,AMD Radeon RX 6600,16.0,120,35.1,1.67,0,Chrome OS,17300000
Toshiba,AMD Ryzen 7,16,256,NVMe SSD,NVIDIA RTX 3060,14.0,144,72.1,1.75,1,Linux,9900000
Lenovo,Intel Core i9,8,512,NVMe SSD,NVIDIA RTX 3060,14.0,60,99.3,2.62,1,Windows 11,13100000
